./input/MyInstancesDiferentToolSets/n=75,p=0.24,r=0.5,t=112,v0.csv;./input/Processed/ToolSetInt.csv
2;720;1440
Machine: 0
5;0;0;319;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
5;1;319;489;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
19;0;489;642;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
19;1;642;698;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
57;0;698;734;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
58;0;734;906;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
51;0;906;940;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
65;0;940;1036;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
71;0;1036;1122;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
6;0;1122;1319;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
6;1;1319;1438;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
1;0;1438;1604;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
1;1;1604;1641;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
0;0;1641;1748;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3820,3831,4012,4059,4060,4061,4262,4456,4458,5468,5487,5644,5779,5995,6134,6136,6686,6687,6865,6866,6867,6869,7709,7953,7954,8275,8453,8454,8455,8493,8494,8495,
0;1;1748;1814;0;17,20,24,25,27,34,38,40,46,52,54,55,60,76,185,206,249,366,374,397,400,480,559,581,727,759,875,1063,1293,1333,1707,1723,1726,1895,1988,2075,2273,2512,2845,2872,3060,3256,3345,3349,3380,3381,3421,3422,3663,3679,3686,3690,3820,3831,4012,4059,4060,4061,4262,4456,4458,5082,5468,5487,5644,5779,5995,6003,6004,6005,6006,6007,6008,6009,6010,6011,6012,6013,6058,6134,
8;0;1814;2028;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,88,97,185,206,249,277,366,374,397,400,480,559,581,608,727,759,767,773,814,854,875,1063,1293,1333,1395,1707,1723,1726,1895,1914,1915,1988,2075,2091,2273,2512,2670,2677,2845,2872,2898,2988,3060,3256,3345,3349,3380,3381,3421,3422,3663,3679,3686,3690,3820,3831,4012,4093,5082,5454,5511,6098,6099,7217,7423,8238,
8;1;2028;2137;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,88,95,97,181,185,206,249,277,335,337,366,374,397,400,480,559,581,608,694,727,759,766,767,769,773,814,843,854,858,875,1063,1293,1333,1395,1707,1723,1726,1895,1914,1915,1988,2075,2091,2273,2512,2627,2670,2677,2845,2872,2898,2988,3060,3256,3345,3349,3380,3381,3421,3422,3583,3663,3679,3686,3690,5082,
17;0;2137;2418;1;17,20,24,25,27,34,38,40,46,52,54,55,60,76,88,95,97,181,185,206,245,249,277,335,337,366,374,397,400,480,559,581,591,608,694,696,727,765,766,769,773,838,843,854,858,875,914,1293,1447,1513,1529,1707,1726,2273,2512,2593,2627,2677,2731,2931,2962,2989,3161,3260,3345,4310,4574,4732,5082,5107,8427,9173,9174,9177,9178,9179,9180,9183,9186,9192,
Machine: 1
17;1;0;170;1;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
66;0;170;251;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
7;0;251;420;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
7;1;420;571;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
69;0;571;610;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
23;0;610;727;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
23;1;727;778;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
54;0;778;797;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
15;0;797;1049;1;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
15;1;1049;1207;1;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
59;0;1207;1229;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
70;0;1229;1403;0;3,15,100,135,137,144,145,146,149,233,241,249,262,277,290,321,329,390,398,457,518,591,644,677,700,992,1048,1051,1054,1091,1121,1145,1146,1358,1481,1558,1565,1567,1587,1604,1657,1680,1725,1805,1816,1853,1945,1970,1971,2064,2179,2475,2602,2626,2738,2774,2775,2816,2941,3337,3703,3739,4033,4600,4740,4997,5020,5331,5354,5443,6105,6194,6517,6644,7362,7712,7720,7721,8354,8413,
