Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instance683_m=3_n=15_l=20_c=15_s=1;14,0;1,0;0,0;0,0;0;-420,0;390,0;0,0;0
instance684_m=3_n=15_l=20_c=15_s=2;14,0;1,0;0,0;0,0;0;-420,0;390,0;0,0;0
instance685_m=3_n=15_l=20_c=15_s=0;14,0;1,0;1,0;1,0;0;-421,0;379,0;0,0;0
instance686_m=3_n=15_l=20_c=15_s=1;14,0;1,0;1,0;1,0;0;-421,0;379,0;0,0;0
instance687_m=3_n=15_l=20_c=15_s=2;14,0;1,0;1,0;1,0;0;-421,0;379,0;0,0;0
instance688_m=3_n=15_l=20_c=15_s=0;13,0;2,0;0,0;0,0;0;-390,0;330,0;0,0;0
instance689_m=3_n=15_l=20_c=15_s=1;13,0;2,0;0,0;0,0;0;-390,0;330,0;0,0;0
instance690_m=3_n=15_l=20_c=15_s=2;13,0;2,0;0,0;0,0;0;-390,0;330,0;0,0;0
instance691_m=3_n=15_l=20_c=15_s=0;13,0;2,0;19,0;7,0;0;-409,0;241,0;0,0;0
instance692_m=3_n=15_l=20_c=15_s=1;13,0;2,0;19,0;7,0;0;-409,0;241,0;0,0;0
instance693_m=3_n=15_l=20_c=15_s=2;13,0;2,0;19,0;7,0;0;-409,0;241,0;0,0;0
instance694_m=3_n=15_l=20_c=15_s=0;13,0;2,0;14,0;7,0;0;-404,0;246,0;0,0;0
instance695_m=3_n=15_l=20_c=15_s=1;13,0;2,0;14,0;7,0;0;-404,0;246,0;0,0;0
instance696_m=3_n=15_l=20_c=15_s=2;13,0;2,0;14,0;7,0;0;-404,0;246,0;0,0;0
instance697_m=3_n=15_l=20_c=15_s=0;14,0;1,0;14,0;8,0;0;-434,0;296,0;0,0;0
instance698_m=3_n=15_l=20_c=15_s=1;14,0;1,0;14,0;8,0;0;-434,0;296,0;0,0;0
instance699_m=3_n=15_l=20_c=15_s=2;14,0;1,0;14,0;8,0;0;-434,0;296,0;0,0;0
instance700_m=3_n=15_l=20_c=15_s=0;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance701_m=3_n=15_l=20_c=15_s=1;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance702_m=3_n=15_l=20_c=15_s=2;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance703_m=3_n=15_l=20_c=15_s=0;13,0;2,0;13,0;7,0;0;-403,0;247,0;0,0;0
instance704_m=3_n=15_l=20_c=15_s=1;13,0;2,0;13,0;7,0;0;-403,0;247,0;0,0;0
instance705_m=3_n=15_l=20_c=15_s=2;13,0;2,0;13,0;7,0;0;-403,0;247,0;0,0;0
instance706_m=3_n=15_l=20_c=15_s=0;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance707_m=3_n=15_l=20_c=15_s=1;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance708_m=3_n=15_l=20_c=15_s=2;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance709_m=3_n=15_l=20_c=15_s=0;13,0;2,0;13,0;8,0;0;-403,0;237,0;0,0;0
instance710_m=3_n=15_l=20_c=15_s=1;13,0;2,0;13,0;8,0;0;-403,0;237,0;0,0;0
instance711_m=3_n=15_l=20_c=15_s=2;13,0;2,0;13,0;8,0;0;-403,0;237,0;0,0;0
instance712_m=3_n=15_l=20_c=15_s=0;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance713_m=3_n=15_l=20_c=15_s=1;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance714_m=3_n=15_l=20_c=15_s=2;14,0;1,0;15,0;8,0;0;-435,0;295,0;0,0;0
instance715_m=3_n=15_l=20_c=15_s=0;14,0;1,0;13,0;5,0;0;-433,0;327,0;0,0;0
instance716_m=3_n=15_l=20_c=15_s=1;14,0;1,0;13,0;5,0;0;-433,0;327,0;0,0;0
instance717_m=3_n=15_l=20_c=15_s=2;14,0;1,0;13,0;5,0;0;-433,0;327,0;0,0;0
instance718_m=3_n=15_l=20_c=15_s=0;13,0;2,0;15,0;8,0;0;-405,0;235,0;0,0;0
instance719_m=3_n=15_l=20_c=15_s=1;13,0;2,0;15,0;8,0;0;-405,0;235,0;0,0;0
instance720_m=3_n=15_l=20_c=15_s=2;13,0;2,0;15,0;8,0;0;-405,0;235,0;0,0;0
instance721_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance722_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance723_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance724_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance725_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance726_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance727_m=2_n=25_l=15_c=10_s=0;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance728_m=2_n=25_l=15_c=10_s=1;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance729_m=2_n=25_l=15_c=10_s=2;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance730_m=2_n=25_l=15_c=10_s=0;24,0;1,0;17,0;10,0;0;-737,0;573,0;0,0;0
instance731_m=2_n=25_l=15_c=10_s=1;24,0;1,0;17,0;10,0;0;-737,0;573,0;0,0;0
instance732_m=2_n=25_l=15_c=10_s=2;24,0;1,0;17,0;10,0;0;-737,0;573,0;0,0;0
instance733_m=2_n=25_l=15_c=10_s=0;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance734_m=2_n=25_l=15_c=10_s=1;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance735_m=2_n=25_l=15_c=10_s=2;24,0;1,0;13,0;9,0;0;-733,0;587,0;0,0;0
instance736_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance737_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance738_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance739_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;8,0;0;-732,0;598,0;0,0;0
instance740_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;8,0;0;-732,0;598,0;0,0;0
instance741_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;8,0;0;-732,0;598,0;0,0;0
instance742_m=2_n=25_l=15_c=10_s=0;24,0;1,0;15,0;10,0;0;-735,0;575,0;0,0;0
instance743_m=2_n=25_l=15_c=10_s=1;24,0;1,0;15,0;10,0;0;-735,0;575,0;0,0;0
instance744_m=2_n=25_l=15_c=10_s=2;24,0;1,0;15,0;10,0;0;-735,0;575,0;0,0;0
instance745_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance746_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance747_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance748_m=2_n=25_l=15_c=10_s=0;24,0;1,0;14,0;11,0;0;-734,0;566,0;0,0;0
instance749_m=2_n=25_l=15_c=10_s=1;24,0;1,0;14,0;11,0;0;-734,0;566,0;0,0;0
instance750_m=2_n=25_l=15_c=10_s=2;24,0;1,0;14,0;11,0;0;-734,0;566,0;0,0;0
instance751_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance752_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance753_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance754_m=2_n=25_l=15_c=10_s=0;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance755_m=2_n=25_l=15_c=10_s=1;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance756_m=2_n=25_l=15_c=10_s=2;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance757_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance758_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance759_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance760_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;9,0;0;-729,0;591,0;0,0;0
instance761_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;9,0;0;-729,0;591,0;0,0;0
instance762_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;9,0;0;-729,0;591,0;0,0;0
instance763_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance764_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance765_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance766_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance767_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance768_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance769_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance770_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance771_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance772_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;6,0;0;-731,0;619,0;0,0;0
instance773_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;6,0;0;-731,0;619,0;0,0;0
instance774_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;6,0;0;-731,0;619,0;0,0;0
instance775_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance776_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance777_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;8,0;0;-730,0;600,0;0,0;0
instance778_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance779_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance780_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;6,0;0;-729,0;621,0;0,0;0
instance781_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance782_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance783_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;9,0;0;-732,0;588,0;0,0;0
instance784_m=2_n=25_l=15_c=10_s=0;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance785_m=2_n=25_l=15_c=10_s=1;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance786_m=2_n=25_l=15_c=10_s=2;24,0;1,0;13,0;10,0;0;-733,0;577,0;0,0;0
instance787_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;7,0;0;-730,0;610,0;0,0;0
instance788_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;7,0;0;-730,0;610,0;0,0;0
instance789_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;7,0;0;-730,0;610,0;0,0;0
instance790_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;11,0;0;-731,0;569,0;0,0;0
instance791_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;11,0;0;-731,0;569,0;0,0;0
instance792_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;11,0;0;-731,0;569,0;0,0;0
instance793_m=2_n=25_l=15_c=10_s=0;24,0;1,0;15,0;13,0;0;-735,0;545,0;0,0;0
instance794_m=2_n=25_l=15_c=10_s=1;24,0;1,0;15,0;13,0;0;-735,0;545,0;0,0;0
instance795_m=2_n=25_l=15_c=10_s=2;24,0;1,0;15,0;13,0;0;-735,0;545,0;0,0;0
instance796_m=2_n=25_l=15_c=10_s=0;24,0;1,0;14,0;13,0;0;-734,0;546,0;0,0;0
instance797_m=2_n=25_l=15_c=10_s=1;24,0;1,0;14,0;13,0;0;-734,0;546,0;0,0;0
instance798_m=2_n=25_l=15_c=10_s=2;24,0;1,0;14,0;13,0;0;-734,0;546,0;0,0;0
instance799_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance800_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance801_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;8,0;0;-731,0;599,0;0,0;0
instance802_m=2_n=25_l=15_c=10_s=0;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance803_m=2_n=25_l=15_c=10_s=1;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance804_m=2_n=25_l=15_c=10_s=2;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance805_m=2_n=25_l=15_c=10_s=0;24,0;1,0;13,0;11,0;0;-733,0;567,0;0,0;0
instance806_m=2_n=25_l=15_c=10_s=1;24,0;1,0;13,0;11,0;0;-733,0;567,0;0,0;0
instance807_m=2_n=25_l=15_c=10_s=2;24,0;1,0;13,0;11,0;0;-733,0;567,0;0,0;0
instance808_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;10,0;0;-731,0;579,0;0,0;0
instance809_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;10,0;0;-731,0;579,0;0,0;0
instance810_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;10,0;0;-731,0;579,0;0,0;0
instance811_m=2_n=25_l=15_c=10_s=0;24,0;1,0;11,0;9,0;0;-731,0;589,0;0,0;0
instance812_m=2_n=25_l=15_c=10_s=1;24,0;1,0;11,0;9,0;0;-731,0;589,0;0,0;0
instance813_m=2_n=25_l=15_c=10_s=2;24,0;1,0;11,0;9,0;0;-731,0;589,0;0,0;0
instance814_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance815_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance816_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance817_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance818_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance819_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance820_m=2_n=25_l=15_c=10_s=0;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance821_m=2_n=25_l=15_c=10_s=1;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance822_m=2_n=25_l=15_c=10_s=2;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance823_m=2_n=25_l=15_c=10_s=0;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance824_m=2_n=25_l=15_c=10_s=1;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance825_m=2_n=25_l=15_c=10_s=2;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance826_m=2_n=25_l=15_c=10_s=0;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance827_m=2_n=25_l=15_c=10_s=1;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance828_m=2_n=25_l=15_c=10_s=2;24,0;1,0;8,0;7,0;0;-728,0;612,0;0,0;0
instance829_m=2_n=25_l=15_c=10_s=0;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance830_m=2_n=25_l=15_c=10_s=1;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance831_m=2_n=25_l=15_c=10_s=2;24,0;1,0;10,0;9,0;0;-730,0;590,0;0,0;0
instance832_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance833_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance834_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance835_m=2_n=25_l=15_c=10_s=0;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance836_m=2_n=25_l=15_c=10_s=1;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance837_m=2_n=25_l=15_c=10_s=2;24,0;1,0;9,0;7,0;0;-729,0;611,0;0,0;0
instance838_m=2_n=25_l=15_c=10_s=0;24,0;1,0;12,0;10,0;0;-732,0;578,0;0,0;0
instance839_m=2_n=25_l=15_c=10_s=1;24,0;1,0;12,0;10,0;0;-732,0;578,0;0,0;0
instance840_m=2_n=25_l=15_c=10_s=2;24,0;1,0;12,0;10,0;0;-732,0;578,0;0,0;0
instance841_m=2_n=25_l=20_c=10_s=0;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance842_m=2_n=25_l=20_c=10_s=1;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance843_m=2_n=25_l=20_c=10_s=2;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance844_m=2_n=25_l=20_c=10_s=0;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance845_m=2_n=25_l=20_c=10_s=1;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance846_m=2_n=25_l=20_c=10_s=2;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance847_m=2_n=25_l=20_c=10_s=0;24,0;1,0;21,0;12,0;0;-741,0;549,0;0,0;0
instance848_m=2_n=25_l=20_c=10_s=1;24,0;1,0;21,0;12,0;0;-741,0;549,0;0,0;0
instance849_m=2_n=25_l=20_c=10_s=2;24,0;1,0;21,0;12,0;0;-741,0;549,0;0,0;0
instance850_m=2_n=25_l=20_c=10_s=0;24,0;1,0;20,0;13,0;0;-740,0;540,0;0,0;0
instance851_m=2_n=25_l=20_c=10_s=1;24,0;1,0;20,0;13,0;0;-740,0;540,0;0,0;0
instance852_m=2_n=25_l=20_c=10_s=2;24,0;1,0;20,0;13,0;0;-740,0;540,0;0,0;0
instance853_m=2_n=25_l=20_c=10_s=0;24,0;1,0;22,0;16,0;0;-742,0;508,0;0,0;0
instance854_m=2_n=25_l=20_c=10_s=1;24,0;1,0;22,0;16,0;0;-742,0;508,0;0,0;0
instance855_m=2_n=25_l=20_c=10_s=2;24,0;1,0;22,0;16,0;0;-742,0;508,0;0,0;0
instance856_m=2_n=25_l=20_c=10_s=0;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance857_m=2_n=25_l=20_c=10_s=1;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance858_m=2_n=25_l=20_c=10_s=2;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance859_m=2_n=25_l=20_c=10_s=0;24,0;1,0;19,0;12,0;0;-739,0;551,0;0,0;0
instance860_m=2_n=25_l=20_c=10_s=1;24,0;1,0;19,0;12,0;0;-739,0;551,0;0,0;0
instance861_m=2_n=25_l=20_c=10_s=2;24,0;1,0;19,0;12,0;0;-739,0;551,0;0,0;0
instance862_m=2_n=25_l=20_c=10_s=0;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance863_m=2_n=25_l=20_c=10_s=1;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance864_m=2_n=25_l=20_c=10_s=2;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance865_m=2_n=25_l=20_c=10_s=0;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance866_m=2_n=25_l=20_c=10_s=1;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance867_m=2_n=25_l=20_c=10_s=2;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance868_m=2_n=25_l=20_c=10_s=0;24,0;1,0;19,0;14,0;0;-739,0;531,0;0,0;0
instance869_m=2_n=25_l=20_c=10_s=1;24,0;1,0;19,0;14,0;0;-739,0;531,0;0,0;0
instance870_m=2_n=25_l=20_c=10_s=2;24,0;1,0;19,0;14,0;0;-739,0;531,0;0,0;0
instance871_m=2_n=25_l=20_c=10_s=0;24,0;1,0;22,0;14,0;0;-742,0;528,0;0,0;0
instance872_m=2_n=25_l=20_c=10_s=1;24,0;1,0;22,0;14,0;0;-742,0;528,0;0,0;0
instance873_m=2_n=25_l=20_c=10_s=2;24,0;1,0;22,0;14,0;0;-742,0;528,0;0,0;0
instance874_m=2_n=25_l=20_c=10_s=0;24,0;1,0;17,0;14,0;0;-737,0;533,0;0,0;0
instance875_m=2_n=25_l=20_c=10_s=1;24,0;1,0;17,0;14,0;0;-737,0;533,0;0,0;0
instance876_m=2_n=25_l=20_c=10_s=2;24,0;1,0;17,0;14,0;0;-737,0;533,0;0,0;0
instance877_m=2_n=25_l=20_c=10_s=0;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance878_m=2_n=25_l=20_c=10_s=1;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance879_m=2_n=25_l=20_c=10_s=2;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance880_m=2_n=25_l=20_c=10_s=0;24,0;1,0;18,0;9,0;0;-738,0;582,0;0,0;0
instance881_m=2_n=25_l=20_c=10_s=1;24,0;1,0;18,0;9,0;0;-738,0;582,0;0,0;0
instance882_m=2_n=25_l=20_c=10_s=2;24,0;1,0;18,0;9,0;0;-738,0;582,0;0,0;0
instance883_m=2_n=25_l=20_c=10_s=0;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance884_m=2_n=25_l=20_c=10_s=1;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance885_m=2_n=25_l=20_c=10_s=2;24,0;1,0;23,0;14,0;0;-743,0;527,0;0,0;0
instance886_m=2_n=25_l=20_c=10_s=0;24,0;1,0;21,0;13,0;0;-741,0;539,0;0,0;0
instance887_m=2_n=25_l=20_c=10_s=1;24,0;1,0;21,0;13,0;0;-741,0;539,0;0,0;0
instance888_m=2_n=25_l=20_c=10_s=2;24,0;1,0;21,0;13,0;0;-741,0;539,0;0,0;0
instance889_m=2_n=25_l=20_c=10_s=0;24,0;1,0;18,0;14,0;0;-738,0;532,0;0,0;0
instance890_m=2_n=25_l=20_c=10_s=1;24,0;1,0;18,0;14,0;0;-738,0;532,0;0,0;0
instance891_m=2_n=25_l=20_c=10_s=2;24,0;1,0;18,0;14,0;0;-738,0;532,0;0,0;0
instance892_m=2_n=25_l=20_c=10_s=0;24,0;1,0;25,0;14,0;0;-745,0;525,0;0,0;0
instance893_m=2_n=25_l=20_c=10_s=1;24,0;1,0;25,0;14,0;0;-745,0;525,0;0,0;0
instance894_m=2_n=25_l=20_c=10_s=2;24,0;1,0;25,0;14,0;0;-745,0;525,0;0,0;0
instance895_m=2_n=25_l=20_c=10_s=0;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance896_m=2_n=25_l=20_c=10_s=1;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance897_m=2_n=25_l=20_c=10_s=2;24,0;1,0;19,0;13,0;0;-739,0;541,0;0,0;0
instance898_m=2_n=25_l=20_c=10_s=0;24,0;1,0;21,0;15,0;0;-741,0;519,0;0,0;0
instance899_m=2_n=25_l=20_c=10_s=1;24,0;1,0;21,0;15,0;0;-741,0;519,0;0,0;0
instance900_m=2_n=25_l=20_c=10_s=2;24,0;1,0;21,0;15,0;0;-741,0;519,0;0,0;0
instance901_m=2_n=25_l=20_c=15_s=0;24,0;1,0;17,0;11,0;0;-737,0;563,0;0,0;0
instance902_m=2_n=25_l=20_c=15_s=1;24,0;1,0;17,0;11,0;0;-737,0;563,0;0,0;0
instance903_m=2_n=25_l=20_c=15_s=2;24,0;1,0;17,0;11,0;0;-737,0;563,0;0,0;0
instance904_m=2_n=25_l=20_c=15_s=0;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance905_m=2_n=25_l=20_c=15_s=1;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance906_m=2_n=25_l=20_c=15_s=2;24,0;1,0;14,0;10,0;0;-734,0;576,0;0,0;0
instance907_m=2_n=25_l=20_c=15_s=0;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance908_m=2_n=25_l=20_c=15_s=1;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance909_m=2_n=25_l=20_c=15_s=2;24,0;1,0;19,0;11,0;0;-739,0;561,0;0,0;0
instance910_m=2_n=25_l=20_c=15_s=0;24,0;1,0;13,0;12,0;0;-733,0;557,0;0,0;0
instance911_m=2_n=25_l=20_c=15_s=1;24,0;1,0;13,0;12,0;0;-733,0;557,0;0,0;0
instance912_m=2_n=25_l=20_c=15_s=2;24,0;1,0;13,0;12,0;0;-733,0;557,0;0,0;0
instance913_m=2_n=25_l=20_c=15_s=0;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance914_m=2_n=25_l=20_c=15_s=1;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance915_m=2_n=25_l=20_c=15_s=2;24,0;1,0;18,0;12,0;0;-738,0;552,0;0,0;0
instance916_m=2_n=25_l=20_c=15_s=0;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance917_m=2_n=25_l=20_c=15_s=1;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance918_m=2_n=25_l=20_c=15_s=2;24,0;1,0;18,0;11,0;0;-738,0;562,0;0,0;0
instance919_m=2_n=25_l=20_c=15_s=0;24,0;1,0;15,0;12,0;0;-735,0;555,0;0,0;0
instance920_m=2_n=25_l=20_c=15_s=1;24,0;1,0;15,0;12,0;0;-735,0;555,0;0,0;0
instance921_m=2_n=25_l=20_c=15_s=2;24,0;1,0;15,0;12,0;0;-735,0;555,0;0,0;0
instance922_m=2_n=25_l=20_c=15_s=0;24,0;1,0;16,0;11,0;0;-736,0;564,0;0,0;0
instance923_m=2_n=25_l=20_c=15_s=1;24,0;1,0;16,0;11,0;0;-736,0;564,0;0,0;0
instance924_m=2_n=25_l=20_c=15_s=2;24,0;1,0;16,0;11,0;0;-736,0;564,0;0,0;0
instance925_m=2_n=25_l=20_c=15_s=0;24,0;1,0;15,0;10,0;0;-735,0;575,0;0,0;0
instance926_m=2_n=25_l=20_c=15_s=1;24,0;1,0;15,0;10,0;0;-735,0;575,0;0,0;0
