Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge1334_m=10_n=200_l=30_c=10_s=1;197,0;3,0;285,9;161,6;-626,4;-375,9;3918,1;38,1917;96,4
instanceLarge1335_m=10_n=200_l=30_c=10_s=2;200,0;0,0;280,4;161,5;-533,3;-280,4;4104,6;39,3079;95,3
instanceLarge1336_m=10_n=200_l=30_c=10_s=0;200,0;0,0;268,9;161,8;-519,1;-268,9;4113,1;38,2123;95,7
instanceLarge1337_m=10_n=200_l=30_c=10_s=1;200,0;0,0;270,0;159,8;-520,5;-270,0;4132,0;38,2109;93,1
instanceLarge1338_m=10_n=200_l=30_c=10_s=2;200,0;0,0;275,8;161,0;-520,9;-275,8;4114,2;38,2969;95,5
instanceLarge1339_m=10_n=200_l=30_c=10_s=0;200,0;0,0;266,1;157,3;-523,2;-266,1;4160,9;38,093;96,1
instanceLarge1340_m=10_n=200_l=30_c=10_s=1;200,0;0,0;285,2;161,7;-545,3;-285,2;4097,8;38,2642;97,2
instanceLarge1341_m=10_n=200_l=30_c=10_s=2;200,0;0,0;281,5;160,2;-538,4;-281,5;4116,5;38,2375;95,7
instanceLarge1342_m=10_n=200_l=30_c=10_s=0;200,0;0,0;272,1;159,0;-521,1;-272,1;4137,9;38,1526;95,3
instanceLarge1343_m=10_n=200_l=30_c=10_s=1;200,0;0,0;270,1;158,5;-517,1;-270,1;4144,9;38,1458;96,0
instanceLarge1344_m=10_n=200_l=30_c=10_s=2;200,0;0,0;276,4;159,0;-530,6;-276,4;4133,6;38,1722;97,4
instanceLarge1345_m=10_n=200_l=30_c=10_s=0;200,0;0,0;273,1;159,1;-525,8;-273,1;4135,9;38,2353;95,7
instanceLarge1346_m=10_n=200_l=30_c=10_s=1;200,0;0,0;268,5;156,8;-519,0;-268,5;4163,5;38,1006;96,2
instanceLarge1347_m=10_n=200_l=30_c=10_s=2;200,0;0,0;281,3;162,4;-534,1;-281,3;4094,7;38,5063;95,7
instanceLarge1348_m=10_n=200_l=30_c=10_s=0;200,0;0,0;274,4;161,1;-523,8;-274,4;4114,6;38,1501;95,6
instanceLarge1349_m=10_n=200_l=30_c=10_s=1;194,0;6,0;295,1;159,1;-753,4;-475,1;3753,9;38,2257;97,3
instanceLarge1350_m=10_n=200_l=30_c=10_s=2;200,0;0,0;275,7;160,2;-529,4;-275,7;4122,3;38,1538;94,9
instanceLarge1351_m=10_n=200_l=30_c=20_s=0;199,7;0,3;406,7;176,9;-725,5;-415,7;3806,3;38,3995;97,1
instanceLarge1352_m=10_n=200_l=30_c=20_s=1;199,0;1,0;398,7;175,2;-739,5;-428,7;3789,3;38,3552;96,4
instanceLarge1353_m=10_n=200_l=30_c=20_s=2;200,0;0,0;382,5;174,8;-685,8;-382,5;3869,5;38,2681;96,2
instanceLarge1354_m=10_n=200_l=30_c=20_s=0;200,0;0,0;375,2;174,3;-686,7;-375,2;3881,8;38,3594;95,6
instanceLarge1355_m=10_n=200_l=30_c=20_s=1;191,0;9,0;380,3;167,7;-974,1;-650,3;3402,7;38,4428;95,6
instanceLarge1356_m=10_n=200_l=30_c=20_s=2;200,0;0,0;383,6;175,5;-686,7;-383,6;3861,4;39,3712;95,8
instanceLarge1357_m=10_n=200_l=30_c=20_s=0;200,0;0,0;381,3;174,4;-682,4;-381,3;3874,7;38,3307;95,3
instanceLarge1358_m=10_n=200_l=30_c=20_s=1;200,0;0,0;384,1;176,3;-696,5;-384,1;3852,9;38,3454;97,6
instanceLarge1359_m=10_n=200_l=30_c=20_s=2;200,0;0,0;383,4;175,0;-680,4;-383,4;3866,6;38,3912;96,0
instanceLarge1360_m=10_n=200_l=30_c=20_s=0;198,0;2,0;404,1;176,9;-770,3;-464,1;3706,9;38,4363;94,5
instanceLarge1361_m=10_n=200_l=30_c=20_s=1;198,0;2,0;405,9;175,7;-777,0;-465,9;3717,1;38,4075;95,6
instanceLarge1362_m=10_n=200_l=30_c=20_s=2;200,0;0,0;385,5;174,7;-690,4;-385,5;3867,5;38,2983;96,8
instanceLarge1363_m=10_n=200_l=30_c=20_s=0;197,5;2,5;400,5;174,7;-783,6;-475,5;3702,5;38,409;96,5
instanceLarge1364_m=10_n=200_l=30_c=20_s=1;200,0;0,0;375,0;174,6;-680,5;-375,0;3879,0;38,2772;95,4
instanceLarge1365_m=10_n=200_l=30_c=20_s=2;200,0;0,0;378,8;175,0;-682,1;-378,8;3871,2;38,2622;97,5
instanceLarge1366_m=10_n=200_l=30_c=20_s=0;200,0;0,0;376,6;175,9;-678,3;-376,6;3864,4;38,3131;97,9
instanceLarge1367_m=10_n=200_l=30_c=20_s=1;200,0;0,0;377,0;172,4;-676,5;-377,0;3899,0;38,3034;95,9
instanceLarge1368_m=10_n=200_l=30_c=20_s=2;200,0;0,0;385,6;175,2;-683,6;-385,6;3862,4;38,3232;97,3
instanceLarge1369_m=10_n=200_l=30_c=20_s=0;200,0;0,0;374,7;174,2;-679,6;-374,7;3883,3;38,2912;97,9
instanceLarge1370_m=10_n=200_l=30_c=20_s=1;200,0;0,0;374,0;174,6;-677,0;-374,0;3880,0;38,3089;97,5
instanceLarge1371_m=10_n=200_l=30_c=20_s=2;200,0;0,0;379,2;174,1;-685,3;-379,2;3879,8;38,35;96,4
instanceLarge1372_m=10_n=200_l=30_c=20_s=0;200,0;0,0;374,9;175,1;-680,3;-374,9;3874,1;38,343;96,7
instanceLarge1373_m=10_n=200_l=30_c=20_s=1;200,0;0,0;375,2;175,6;-676,0;-375,2;3868,8;38,3526;96,7
instanceLarge1374_m=10_n=200_l=30_c=20_s=2;200,0;0,0;378,0;175,0;-677,8;-378,0;3872,0;38,2841;95,8
instanceLarge1375_m=10_n=200_l=30_c=20_s=0;200,0;0,0;374,3;175,6;-679,9;-374,3;3869,7;38,3314;96,6
instanceLarge1376_m=10_n=200_l=30_c=20_s=1;200,0;0,0;376,3;175,9;-675,8;-376,3;3864,7;38,2483;96,0
instanceLarge1377_m=10_n=200_l=30_c=20_s=2;200,0;0,0;379,2;176,6;-685,6;-379,2;3854,8;38,5348;94,0
instanceLarge1378_m=10_n=200_l=30_c=20_s=0;200,0;0,0;376,2;174,6;-675,8;-376,2;3877,8;38,3132;96,2
instanceLarge1379_m=10_n=200_l=30_c=20_s=1;199,0;1,0;397,2;176,2;-740,3;-427,2;3780,8;38,5305;96,4
instanceLarge1380_m=10_n=200_l=30_c=20_s=2;200,0;0,0;379,5;176,1;-679,5;-379,5;3859,5;38,3847;96,1
instanceLarge1381_m=10_n=200_l=40_c=20_s=0;200,0;0,0;348,2;160,8;-644,1;-348,2;4043,8;41,8247;94,0
instanceLarge1382_m=10_n=200_l=40_c=20_s=1;197,0;3,0;376,0;163,1;-760,6;-466,0;3813,0;41,8013;95,6
instanceLarge1383_m=10_n=200_l=40_c=20_s=2;200,0;0,0;352,7;163,2;-644,8;-352,7;4015,3;41,945;96,4
instanceLarge1384_m=10_n=200_l=40_c=20_s=0;200,0;0,0;351,0;161,2;-642,8;-351,0;4037,0;41,8702;93,5
instanceLarge1385_m=10_n=200_l=40_c=20_s=1;188,0;12,0;351,9;152,7;-1040,2;-711,9;3401,1;41,4277;97,5
instanceLarge1386_m=10_n=200_l=40_c=20_s=2;200,0;0,0;355,1;163,3;-642,2;-355,1;4011,9;41,9024;96,5
instanceLarge1387_m=10_n=200_l=40_c=20_s=0;200,0;0,0;351,4;161,9;-644,8;-351,4;4029,6;41,6323;96,7
instanceLarge1388_m=10_n=200_l=40_c=20_s=1;200,0;0,0;351,9;159,5;-643,3;-351,9;4053,1;41,8975;95,9
instanceLarge1389_m=10_n=200_l=40_c=20_s=2;200,0;0,0;354,0;162,3;-646,9;-354,0;4023,0;41,9728;97,5
instanceLarge1390_m=10_n=200_l=40_c=20_s=0;200,0;0,0;363,2;163,3;-651,8;-363,2;4003,8;41,971;95,7
instanceLarge1391_m=10_n=200_l=40_c=20_s=1;198,0;2,0;382,3;164,4;-735,9;-442,3;3853,7;41,7531;96,4
instanceLarge1392_m=10_n=200_l=40_c=20_s=2;200,0;0,0;358,2;162,8;-651,0;-358,2;4013,8;41,8993;93,2
instanceLarge1393_m=10_n=200_l=40_c=20_s=0;200,0;0,0;348,6;160,2;-643,4;-348,6;4049,4;41,8791;95,6
instanceLarge1394_m=10_n=200_l=40_c=20_s=1;194,0;6,0;366,7;160,1;-855,4;-546,7;3672,3;41,7103;97,0
instanceLarge1395_m=10_n=200_l=40_c=20_s=2;200,0;0,0;358,0;161,5;-657,8;-358,0;4027,0;43,0212;95,2
instanceLarge1396_m=10_n=200_l=40_c=20_s=0;199,0;1,0;378,8;165,0;-708,3;-408,8;3911,2;41,8092;96,2
instanceLarge1397_m=10_n=200_l=40_c=20_s=1;200,0;0,0;350,8;162,9;-644,6;-350,8;4020,2;41,8489;97,3
instanceLarge1398_m=10_n=200_l=40_c=20_s=2;200,0;0,0;358,3;161,2;-649,6;-358,3;4029,7;41,915;96,9
instanceLarge1399_m=10_n=200_l=40_c=20_s=0;197,6;2,4;376,0;164,2;-742,3;-448,0;3838,0;41,7602;97,3
instanceLarge1400_m=10_n=200_l=40_c=20_s=1;193,1;6,9;363,6;158,0;-876,4;-570,6;3642,4;41,6608;95,8
instanceLarge1401_m=10_n=200_l=40_c=20_s=2;200,0;0,0;360,4;162,8;-652,3;-360,4;4011,6;41,983;94,7
instanceLarge1402_m=10_n=200_l=40_c=20_s=0;200,0;0,0;369,0;162,1;-660,8;-369,0;4010,0;41,9169;95,8
instanceLarge1403_m=10_n=200_l=40_c=20_s=1;195,0;5,0;368,1;161,1;-806,7;-518,1;3720,9;41,7293;96,6
instanceLarge1404_m=10_n=200_l=40_c=20_s=2;200,0;0,0;354,7;163,3;-647,5;-354,7;4012,3;41,8999;94,8
instanceLarge1405_m=10_n=200_l=40_c=20_s=0;200,0;0,0;379,1;165,3;-676,6;-379,1;3967,9;41,8379;94,0
instanceLarge1406_m=10_n=200_l=40_c=20_s=1;200,0;0,0;350,8;161,2;-644,0;-350,8;4037,2;41,7074;96,4
instanceLarge1407_m=10_n=200_l=40_c=20_s=2;200,0;0,0;356,0;161,1;-645,4;-356,0;4033,0;42,1003;94,3
instanceLarge1408_m=10_n=200_l=40_c=20_s=0;197,2;2,8;369,1;160,6;-748,6;-453,1;3856,9;41,821;97,7
instanceLarge1409_m=10_n=200_l=40_c=20_s=1;196,0;4,0;374,7;162,0;-796,6;-494,7;3765,3;41,7329;97,0
instanceLarge1410_m=10_n=200_l=40_c=20_s=2;200,0;0,0;362,0;164,5;-659,1;-362,0;3993,0;42,1178;95,9
instanceLarge1411_m=10_n=200_l=40_c=30_s=0;200,0;0,0;513,6;184,9;-864,1;-513,6;3637,4;38,8774;96,1
instanceLarge1412_m=10_n=200_l=40_c=30_s=1;186,9;13,1;523,3;172,4;-1299,4;-916,3;2966,7;38,8571;97,5
instanceLarge1413_m=10_n=200_l=40_c=30_s=2;200,0;0,0;521,7;185,0;-869,3;-521,7;3628,3;38,6335;95,2
instanceLarge1414_m=10_n=200_l=40_c=30_s=0;200,0;0,0;514,9;184,4;-867,0;-514,9;3641,1;38,5098;95,7
instanceLarge1415_m=10_n=200_l=40_c=30_s=1;200,0;0,0;528,1;186,4;-885,2;-528,1;3607,9;38,5044;95,7
instanceLarge1416_m=10_n=200_l=40_c=30_s=2;200,0;0,0;513,8;185,3;-864,9;-513,8;3633,2;38,5185;95,7
instanceLarge1417_m=10_n=200_l=40_c=30_s=0;200,0;0,0;511,0;186,5;-858,7;-511,0;3624,0;38,5779;95,7
instanceLarge1418_m=10_n=200_l=40_c=30_s=1;198,0;2,0;540,4;184,6;-959,8;-600,4;3493,6;38,7024;95,8
instanceLarge1419_m=10_n=200_l=40_c=30_s=2;200,0;0,0;516,5;185,4;-866,3;-516,5;3629,5;38,5455;95,7
instanceLarge1420_m=10_n=200_l=40_c=30_s=0;200,0;0,0;529,7;185,6;-883,3;-529,7;3614,3;38,5274;95,9
instanceLarge1421_m=10_n=200_l=40_c=30_s=1;200,0;0,0;510,9;184,9;-862,7;-510,9;3640,1;38,501;95,1
instanceLarge1422_m=10_n=200_l=40_c=30_s=2;200,0;0,0;513,9;184,2;-868,7;-513,9;3644,1;38,4869;95,9
instanceLarge1423_m=10_n=200_l=40_c=30_s=0;200,0;0,0;512,0;185,7;-866,0;-512,0;3631,0;38,4732;95,2
instanceLarge1424_m=10_n=200_l=40_c=30_s=1;200,0;0,0;514,6;185,7;-866,7;-514,6;3628,4;38,5413;97,0
instanceLarge1425_m=10_n=200_l=40_c=30_s=2;200,0;0,0;515,2;185,4;-862,7;-515,2;3630,8;38,4621;94,4
instanceLarge1426_m=10_n=200_l=40_c=30_s=0;200,0;0,0;512,1;184,9;-866,1;-512,1;3638,9;38,575;95,9
instanceLarge1427_m=10_n=200_l=40_c=30_s=1;200,0;0,0;520,9;185,8;-873,8;-520,9;3621,1;38,5736;97,3
instanceLarge1428_m=10_n=200_l=40_c=30_s=2;200,0;0,0;514,8;186,3;-867,6;-514,8;3622,2;38,5022;96,6
instanceLarge1429_m=10_n=200_l=40_c=30_s=0;200,0;0,0;516,5;186,4;-865,1;-516,5;3619,5;38,4966;95,6
instanceLarge1430_m=10_n=200_l=40_c=30_s=1;200,0;0,0;540,9;185,3;-900,6;-540,9;3606,1;38,866;97,0
instanceLarge1431_m=10_n=200_l=40_c=30_s=2;200,0;0,0;520,0;185,6;-867,4;-520,0;3624,0;38,5031;97,6
instanceLarge1432_m=10_n=200_l=40_c=30_s=0;200,0;0,0;514,5;185,3;-863,4;-514,5;3632,5;38,5674;97,5
instanceLarge1433_m=10_n=200_l=40_c=30_s=1;200,0;0,0;512,2;185,7;-864,1;-512,2;3630,8;38,4882;95,3
instanceLarge1434_m=10_n=200_l=40_c=30_s=2;200,0;0,0;517,0;185,2;-873,5;-517,0;3631,0;38,5358;96,2
instanceLarge1435_m=10_n=200_l=40_c=30_s=0;200,0;0,0;511,6;185,5;-861,6;-511,6;3633,4;38,4037;94,6
instanceLarge1436_m=10_n=200_l=40_c=30_s=1;194,2;5,8;522,2;180,4;-1050,2;-696,2;3325,8;38,626;96,4
instanceLarge1437_m=10_n=200_l=40_c=30_s=2;200,0;0,0;518,8;186,0;-863,3;-518,8;3621,2;38,4312;96,2
instanceLarge1438_m=10_n=200_l=40_c=30_s=0;200,0;0,0;511,8;186,6;-866,7;-511,8;3622,2;38,5386;95,0
instanceLarge1439_m=10_n=200_l=40_c=30_s=1;200,0;0,0;520,1;185,2;-867,9;-520,1;3627,9;38,5538;94,2
instanceLarge1440_m=10_n=200_l=40_c=30_s=2;200,0;0,0;513,0;185,4;-866,5;-513,0;3633,0;38,5178;95,4
