Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge1_m=3_n=50_l=30_c=10_s=0;49,0;1,0;104,9;44,3;-206,4;-134,9;892,1;4,0362;73,9
instanceLarge2_m=3_n=50_l=30_c=10_s=1;50,0;0,0;109,8;45,4;-183,5;-109,8;936,2;4,0349;65,2
instanceLarge3_m=3_n=50_l=30_c=10_s=2;50,0;0,0;111,6;45,5;-184,4;-111,6;933,4;4,0358;74,2
instanceLarge4_m=3_n=50_l=30_c=10_s=0;50,0;0,0;109,4;46,4;-180,0;-109,4;926,6;4,0244;68,6
instanceLarge5_m=3_n=50_l=30_c=10_s=1;49,0;1,0;108,2;44,5;-216,6;-138,2;886,8;4,0275;70,2
instanceLarge6_m=3_n=50_l=30_c=10_s=2;50,0;0,0;114,3;45,4;-194,1;-114,3;931,7;4,0277;77,7
instanceLarge7_m=3_n=50_l=30_c=10_s=0;49,0;1,0;105,1;44,3;-204,6;-135,1;891,9;4,0388;76,7
instanceLarge8_m=3_n=50_l=30_c=10_s=1;50,0;0,0;107,7;45,1;-180,3;-107,7;941,3;4,032;73,5
instanceLarge9_m=3_n=50_l=30_c=10_s=2;50,0;0,0;111,8;45,7;-192,3;-111,8;931,2;4,0188;68,9
instanceLarge10_m=3_n=50_l=30_c=10_s=0;50,0;0,0;108,9;45,4;-180,5;-108,9;937,1;4,0241;73,1
instanceLarge11_m=3_n=50_l=30_c=10_s=1;50,0;0,0;109,2;45,6;-178,0;-109,2;934,8;4,0231;70,4
instanceLarge12_m=3_n=50_l=30_c=10_s=2;50,0;0,0;112,0;46,0;-185,2;-112,0;928,0;4,0309;66,6
instanceLarge13_m=3_n=50_l=30_c=10_s=0;50,0;0,0;108,4;46,2;-179,6;-108,4;929,6;4,0205;68,0
instanceLarge14_m=3_n=50_l=30_c=10_s=1;50,0;0,0;110,6;45,7;-183,4;-110,6;932,4;4,0425;76,8
instanceLarge15_m=3_n=50_l=30_c=10_s=2;49,0;1,0;104,7;44,5;-204,5;-134,7;890,3;4,0283;79,2
instanceLarge16_m=3_n=50_l=30_c=10_s=0;50,0;0,0;113,4;46,2;-194,3;-113,4;924,6;4,026;68,5
instanceLarge17_m=3_n=50_l=30_c=10_s=1;50,0;0,0;108,7;45,3;-177,6;-108,7;938,3;4,0272;76,6
instanceLarge18_m=3_n=50_l=30_c=10_s=2;50,0;0,0;116,6;45,6;-203,3;-116,6;927,4;4,0278;74,0
instanceLarge19_m=3_n=50_l=30_c=10_s=0;49,0;1,0;104,7;45,1;-205,2;-134,7;884,3;4,0315;80,2
instanceLarge20_m=3_n=50_l=30_c=10_s=1;50,0;0,0;107,7;46,0;-179,4;-107,7;932,3;4,0291;85,6
instanceLarge21_m=3_n=50_l=30_c=10_s=2;50,0;0,0;110,6;45,6;-184,1;-110,6;933,4;4,0244;71,3
instanceLarge22_m=3_n=50_l=30_c=10_s=0;50,0;0,0;114,1;45,3;-200,1;-114,1;932,9;4,0272;68,1
instanceLarge23_m=3_n=50_l=30_c=10_s=1;49,0;1,0;105,1;44,7;-206,5;-135,1;887,9;4,0207;72,6
instanceLarge24_m=3_n=50_l=30_c=10_s=2;49,0;1,0;104,5;44,5;-205,9;-134,5;890,5;4,0212;70,6
instanceLarge25_m=3_n=50_l=30_c=10_s=0;49,0;1,0;108,3;44,8;-217,3;-138,3;883,7;4,0268;58,4
instanceLarge26_m=3_n=50_l=30_c=10_s=1;50,0;0,0;108,2;45,4;-178,7;-108,2;937,8;4,0289;83,8
instanceLarge27_m=3_n=50_l=30_c=10_s=2;50,0;0,0;113,2;46,1;-197,6;-113,2;925,8;4,031;74,6
instanceLarge28_m=3_n=50_l=30_c=10_s=0;50,0;0,0;109,2;45,9;-180,1;-109,2;931,8;4,0297;66,0
instanceLarge29_m=3_n=50_l=30_c=10_s=1;49,0;1,0;104,1;44,8;-203,3;-134,1;887,9;4,0239;69,4
instanceLarge30_m=3_n=50_l=30_c=10_s=2;50,0;0,0;112,2;45,8;-188,8;-112,2;929,8;4,0233;67,0
instanceLarge31_m=3_n=50_l=30_c=20_s=0;50,0;0,0;41,5;31,1;-92,5;-41,5;1147,5;4,6211;68,8
instanceLarge32_m=3_n=50_l=30_c=20_s=1;50,0;0,0;40,6;30,5;-92,5;-40,6;1154,4;4,6187;58,5
instanceLarge33_m=3_n=50_l=30_c=20_s=2;50,0;0,0;44,5;33,1;-109,4;-44,5;1124,5;4,6188;77,5
instanceLarge34_m=3_n=50_l=30_c=20_s=0;50,0;0,0;39,9;30,0;-91,0;-39,9;1160,1;4,6053;75,4
instanceLarge35_m=3_n=50_l=30_c=20_s=1;49,0;1,0;39,7;30,2;-119,1;-69,7;1098,3;4,5914;64,3
instanceLarge36_m=3_n=50_l=30_c=20_s=2;50,0;0,0;43,7;32,6;-105,9;-43,7;1130,3;4,6083;54,9
instanceLarge37_m=3_n=50_l=30_c=20_s=0;50,0;0,0;40,1;29,5;-91,2;-40,1;1164,9;4,5899;80,8
instanceLarge38_m=3_n=50_l=30_c=20_s=1;50,0;0,0;43,3;30,6;-113,1;-43,3;1150,7;4,6004;73,8
instanceLarge39_m=3_n=50_l=30_c=20_s=2;50,0;0,0;43,2;32,3;-106,3;-43,2;1133,8;4,6078;66,1
instanceLarge40_m=3_n=50_l=30_c=20_s=0;50,0;0,0;46,4;34,1;-115,8;-46,4;1112,6;4,6262;74,2
instanceLarge41_m=3_n=50_l=30_c=20_s=1;50,0;0,0;44,4;33,4;-109,7;-44,4;1121,6;4,6112;80,7
instanceLarge42_m=3_n=50_l=30_c=20_s=2;50,0;0,0;41,4;31,0;-95,9;-41,4;1148,6;4,6096;75,2
instanceLarge43_m=3_n=50_l=30_c=20_s=0;50,0;0,0;40,7;30,2;-90,6;-40,7;1157,3;4,6066;71,8
instanceLarge44_m=3_n=50_l=30_c=20_s=1;50,0;0,0;40,4;29,9;-91,1;-40,4;1160,6;4,6101;59,9
instanceLarge45_m=3_n=50_l=30_c=20_s=2;50,0;0,0;42,3;31,8;-94,0;-42,3;1139,7;4,6281;87,2
instanceLarge46_m=3_n=50_l=30_c=20_s=0;49,0;1,0;42,1;31,7;-136,5;-72,1;1080,9;4,5972;74,5
instanceLarge47_m=3_n=50_l=30_c=20_s=1;50,0;0,0;40,1;29,7;-89,3;-40,1;1162,9;4,6183;73,8
instanceLarge48_m=3_n=50_l=30_c=20_s=2;50,0;0,0;43,5;32,7;-96,5;-43,5;1129,5;4,6192;61,4
instanceLarge49_m=3_n=50_l=30_c=20_s=0;50,0;0,0;40,5;30,6;-92,2;-40,5;1153,5;4,605;75,1
instanceLarge50_m=3_n=50_l=30_c=20_s=1;50,0;0,0;44,5;32,5;-110,7;-44,5;1130,5;4,6006;61,6
instanceLarge51_m=3_n=50_l=30_c=20_s=2;49,0;1,0;39,4;29,5;-119,7;-69,4;1105,6;4,5903;61,3
instanceLarge52_m=3_n=50_l=30_c=20_s=0;50,0;0,0;39,7;30,2;-91,0;-39,7;1158,3;4,5994;57,5
instanceLarge53_m=3_n=50_l=30_c=20_s=1;50,0;0,0;39,8;30,9;-90,3;-39,8;1151,2;4,6114;70,0
instanceLarge54_m=3_n=50_l=30_c=20_s=2;50,0;0,0;44,6;32,0;-103,2;-44,6;1135,4;4,5926;61,0
instanceLarge55_m=3_n=50_l=30_c=20_s=0;50,0;0,0;41,4;31,1;-90,6;-41,4;1147,6;4,6189;74,0
instanceLarge56_m=3_n=50_l=30_c=20_s=1;50,0;0,0;40,4;31,0;-91,8;-40,4;1149,6;4,6122;57,2
instanceLarge57_m=3_n=50_l=30_c=20_s=2;50,0;0,0;44,4;31,5;-111,6;-44,4;1140,6;4,6127;70,9
instanceLarge58_m=3_n=50_l=30_c=20_s=0;49,0;1,0;39,1;29,7;-118,2;-69,1;1103,9;4,6001;75,2
instanceLarge59_m=3_n=50_l=30_c=20_s=1;49,0;1,0;39,5;30,8;-117,8;-69,5;1092,5;4,6026;77,1
instanceLarge60_m=3_n=50_l=30_c=20_s=2;49,0;1,0;39,3;29,2;-119,7;-69,3;1108,7;4,5979;72,7
instanceLarge61_m=3_n=50_l=40_c=30_s=0;50,0;0,0;18,9;14,5;-46,7;-18,9;1336,1;5,2384;51,6
instanceLarge62_m=3_n=50_l=40_c=30_s=1;49,0;1,0;17,6;13,5;-76,8;-47,6;1287,4;5,2071;58,2
instanceLarge63_m=3_n=50_l=40_c=30_s=2;50,0;0,0;21,6;17,5;-69,9;-21,6;1303,4;5,2572;62,8
instanceLarge64_m=3_n=50_l=40_c=30_s=0;50,0;0,0;20,1;15,4;-50,1;-20,1;1325,9;5,2517;73,4
instanceLarge65_m=3_n=50_l=40_c=30_s=1;50,0;0,0;19,6;14,4;-50,2;-19,6;1336,4;5,2691;61,7
instanceLarge66_m=3_n=50_l=40_c=30_s=2;50,0;0,0;21,8;16,3;-67,1;-21,8;1315,2;5,2458;62,9
instanceLarge67_m=3_n=50_l=40_c=30_s=0;49,0;1,0;17,9;14,0;-78,7;-47,9;1282,1;5,1872;57,5
instanceLarge68_m=3_n=50_l=40_c=30_s=1;50,0;0,0;18,9;14,9;-46,9;-18,9;1332,1;5,2614;48,3
instanceLarge69_m=3_n=50_l=40_c=30_s=2;50,0;0,0;20,6;14,8;-60,5;-20,6;1331,4;5,2495;63,9
instanceLarge70_m=3_n=50_l=40_c=30_s=0;49,0;1,0;18,4;14,2;-77,6;-48,4;1279,6;5,2925;70,1
instanceLarge71_m=3_n=50_l=40_c=30_s=1;50,0;0,0;18,5;14,2;-48,0;-18,5;1339,5;5,2646;70,5
instanceLarge72_m=3_n=50_l=40_c=30_s=2;50,0;0,0;20,3;14,9;-58,2;-20,3;1330,7;5,2431;67,9
instanceLarge73_m=3_n=50_l=40_c=30_s=0;49,0;1,0;18,2;13,6;-77,8;-48,2;1285,8;5,2023;65,5
instanceLarge74_m=3_n=50_l=40_c=30_s=1;48,0;2,0;16,8;13,1;-106,5;-76,8;1232,2;5,1535;67,6
instanceLarge75_m=3_n=50_l=40_c=30_s=2;49,0;1,0;17,6;13,9;-75,8;-47,6;1283,4;5,1973;67,0
instanceLarge76_m=3_n=50_l=40_c=30_s=0;48,0;2,0;16,0;11,7;-106,1;-76,0;1247,0;5,166;57,3
instanceLarge77_m=3_n=50_l=40_c=30_s=1;48,0;2,0;16,0;12,1;-105,1;-76,0;1243,0;5,1666;72,3
instanceLarge78_m=3_n=50_l=40_c=30_s=2;49,0;1,0;17,3;13,2;-76,4;-47,3;1290,7;5,2148;54,0
instanceLarge79_m=3_n=50_l=40_c=30_s=0;49,0;1,0;17,5;13,2;-77,1;-47,5;1290,5;5,2222;70,7
instanceLarge80_m=3_n=50_l=40_c=30_s=1;49,0;1,0;17,9;14,0;-76,3;-47,9;1282,1;5,2236;59,9
instanceLarge81_m=3_n=50_l=40_c=30_s=2;50,0;0,0;20,5;15,8;-54,6;-20,5;1321,5;5,2579;61,3
instanceLarge82_m=3_n=50_l=40_c=30_s=0;50,0;0,0;19,3;15,1;-46,4;-19,3;1329,7;5,2657;59,9
instanceLarge83_m=3_n=50_l=40_c=30_s=1;49,0;1,0;17,9;13,5;-76,5;-47,9;1287,1;5,223;58,2
instanceLarge84_m=3_n=50_l=40_c=30_s=2;50,0;0,0;20,6;15,6;-56,9;-20,6;1323,4;5,2579;57,1
instanceLarge85_m=3_n=50_l=40_c=30_s=0;49,0;1,0;17,5;14,3;-77,0;-47,5;1279,5;5,2182;67,1
instanceLarge86_m=3_n=50_l=40_c=30_s=1;49,0;1,0;22,6;16,5;-105,1;-52,6;1252,4;5,1981;66,4
instanceLarge87_m=3_n=50_l=40_c=30_s=2;50,0;0,0;22,8;16,7;-70,8;-22,8;1310,2;5,2411;70,9
instanceLarge88_m=3_n=50_l=40_c=30_s=0;50,0;0,0;18,9;14,9;-47,3;-18,9;1332,1;5,2568;55,0
instanceLarge89_m=3_n=50_l=40_c=30_s=1;50,0;0,0;20,9;16,5;-59,4;-20,9;1314,1;5,2521;68,0
instanceLarge90_m=3_n=50_l=40_c=30_s=2;50,0;0,0;21,6;17,0;-70,4;-21,6;1308,4;5,2499;52,9
instanceLarge91_m=3_n=50_l=40_c=30_s=0;50,0;0,0;161,9;46,9;-245,4;-161,9;869,1;4,3408;68,1
instanceLarge92_m=3_n=50_l=40_c=30_s=1;49,0;1,0;166,2;45,8;-292,3;-196,2;815,8;4,3107;63,1
instanceLarge93_m=3_n=50_l=40_c=30_s=2;50,0;0,0;164,0;46,8;-250,5;-164,0;868,0;4,3444;62,9
instanceLarge94_m=3_n=50_l=40_c=30_s=0;50,0;0,0;161,5;46,9;-246,0;-161,5;869,5;4,3358;78,0
instanceLarge95_m=3_n=50_l=40_c=30_s=1;50,0;0,0;161,6;46,6;-244,2;-161,6;872,4;4,35;72,3
instanceLarge96_m=3_n=50_l=40_c=30_s=2;49,0;1,0;157,1;45,5;-266,2;-187,1;827,9;4,3189;69,4
instanceLarge97_m=3_n=50_l=40_c=30_s=0;50,0;0,0;162,6;46,8;-242,7;-162,6;869,4;4,3523;64,5
instanceLarge98_m=3_n=50_l=40_c=30_s=1;49,0;1,0;156,9;45,8;-266,0;-186,9;825,1;4,3252;67,1
instanceLarge99_m=3_n=50_l=40_c=30_s=2;50,0;0,0;165,1;46,8;-253,7;-165,1;866,9;4,3401;67,4
instanceLarge100_m=3_n=50_l=40_c=30_s=0;50,0;0,0;162,2;47,0;-242,8;-162,2;867,8;4,3354;64,8
instanceLarge101_m=3_n=50_l=40_c=30_s=1;50,0;0,0;161,8;46,9;-243,3;-161,8;869,2;4,3468;63,6
instanceLarge102_m=3_n=50_l=40_c=30_s=2;50,0;0,0;164,6;47,0;-251,4;-164,6;865,4;4,3304;67,0
instanceLarge103_m=3_n=50_l=40_c=30_s=0;49,0;1,0;156,0;45,6;-266,1;-186,0;828,0;4,3242;67,1
instanceLarge104_m=3_n=50_l=40_c=30_s=1;50,0;0,0;161,2;46,7;-241,6;-161,2;871,8;4,3447;70,2
instanceLarge105_m=3_n=50_l=40_c=30_s=2;50,0;0,0;164,0;47,0;-250,4;-164,0;866,0;4,343;80,2
instanceLarge106_m=3_n=50_l=40_c=30_s=0;50,0;0,0;164,9;46,7;-250,3;-164,9;868,1;4,3402;76,7
instanceLarge107_m=3_n=50_l=40_c=30_s=1;49,0;1,0;158,2;45,7;-274,3;-188,2;824,8;4,3201;73,7
instanceLarge108_m=3_n=50_l=40_c=30_s=2;50,0;0,0;167,3;46,9;-264,7;-167,3;863,7;4,335;69,1
instanceLarge109_m=3_n=50_l=40_c=30_s=0;50,0;0,0;161,7;46,8;-242,6;-161,7;870,3;4,3327;64,7
instanceLarge110_m=3_n=50_l=40_c=30_s=1;50,0;0,0;165,1;46,9;-252,2;-165,1;865,9;4,3363;65,8
instanceLarge111_m=3_n=50_l=40_c=30_s=2;49,0;1,0;157,9;45,9;-268,3;-187,9;823,1;4,317;56,8
instanceLarge112_m=3_n=50_l=40_c=30_s=0;50,0;0,0;163,0;46,7;-244,0;-163,0;870,0;4,3446;68,5
instanceLarge113_m=3_n=50_l=40_c=30_s=1;48,0;2,0;154,3;44,7;-315,7;-214,3;778,7;4,2896;79,0
instanceLarge114_m=3_n=50_l=40_c=30_s=2;50,0;0,0;165,7;46,8;-255,5;-165,7;866,3;4,3275;58,8
instanceLarge115_m=3_n=50_l=40_c=30_s=0;49,0;1,0;157,3;45,9;-269,7;-187,3;823,7;4,3037;70,6
instanceLarge116_m=3_n=50_l=40_c=30_s=1;50,0;0,0;161,5;46,7;-240,7;-161,5;871,5;4,3365;66,4
instanceLarge117_m=3_n=50_l=40_c=30_s=2;50,0;0,0;163,8;46,7;-258,1;-163,8;869,2;4,3294;62,3
instanceLarge118_m=3_n=50_l=40_c=30_s=0;50,0;0,0;163,5;46,7;-247,2;-163,5;869,5;4,342;78,6
instanceLarge119_m=3_n=50_l=40_c=30_s=1;50,0;0,0;162,6;46,9;-242,4;-162,6;868,4;4,3443;66,4
instanceLarge120_m=3_n=50_l=40_c=30_s=2;49,0;1,0;157,4;45,9;-265,2;-187,4;823,6;4,3188;71,0
instanceLarge121_m=4_n=50_l=30_c=10_s=0;48,0;2,0;88,9;41,1;-234,4;-148,9;880,1;4,9034;66,9
instanceLarge122_m=4_n=50_l=30_c=10_s=1;46,0;4,0;78,4;38,3;-269,5;-198,4;798,6;4,8772;74,1
instanceLarge123_m=4_n=50_l=30_c=10_s=2;50,0;0,0;94,5;43,2;-179,6;-94,5;973,5;4,9116;77,0
instanceLarge124_m=4_n=50_l=30_c=10_s=0;49,0;1,0;86,9;42,7;-189,0;-116,9;926,1;4,9154;75,4
instanceLarge125_m=4_n=50_l=30_c=10_s=1;50,0;0,0;87,7;41,8;-156,2;-87,7;994,3;4,9186;73,7
instanceLarge126_m=4_n=50_l=30_c=10_s=2;50,0;0,0;92,0;42,3;-172,0;-92,0;985,0;4,9049;70,5
instanceLarge127_m=4_n=50_l=30_c=10_s=0;50,0;0,0;89,7;43,3;-156,9;-89,7;977,3;4,9093;74,9
instanceLarge128_m=4_n=50_l=30_c=10_s=1;49,0;1,0;85,0;41,7;-181,5;-115,0;938,0;4,916;72,9
instanceLarge129_m=4_n=50_l=30_c=10_s=2;50,0;0,0;89,4;43,2;-156,6;-89,4;978,6;4,9119;77,2
instanceLarge130_m=4_n=50_l=30_c=10_s=0;50,0;0,0;87,4;42,8;-152,6;-87,4;984,6;4,9086;63,9
instanceLarge131_m=4_n=50_l=30_c=10_s=1;49,0;1,0;85,1;42,1;-183,1;-115,1;933,9;4,9164;60,0
instanceLarge132_m=4_n=50_l=30_c=10_s=2;50,0;0,0;91,1;43,0;-167,8;-91,1;978,9;4,9035;60,7
instanceLarge133_m=4_n=50_l=30_c=10_s=0;50,0;0,0;87,2;42,7;-154,2;-87,2;985,8;4,9135;75,0
instanceLarge134_m=4_n=50_l=30_c=10_s=1;49,0;1,0;87,4;41,1;-195,9;-117,4;941,6;4,9169;81,3
instanceLarge135_m=4_n=50_l=30_c=10_s=2;50,0;0,0;89,4;41,8;-157,9;-89,4;992,6;4,9142;71,7
instanceLarge136_m=4_n=50_l=30_c=10_s=0;49,0;1,0;91,7;43,2;-210,7;-121,7;916,3;4,9018;71,5
instanceLarge137_m=4_n=50_l=30_c=10_s=1;50,0;0,0;88,7;42,6;-155,3;-88,7;985,3;4,8981;76,1
instanceLarge138_m=4_n=50_l=30_c=10_s=2;50,0;0,0;92,1;43,0;-170,5;-92,1;977,9;4,8917;65,3
instanceLarge139_m=4_n=50_l=30_c=10_s=0;50,0;0,0;88,8;42,0;-153,5;-88,8;991,2;4,9106;74,8
instanceLarge140_m=4_n=50_l=30_c=10_s=1;50,0;0,0;87,9;43,9;-154,7;-87,9;973,1;4,9117;74,7
instanceLarge141_m=4_n=50_l=30_c=10_s=2;50,0;0,0;89,7;42,7;-159,3;-89,7;983,3;4,9244;71,9
instanceLarge142_m=4_n=50_l=30_c=10_s=0;50,0;0,0;88,2;42,4;-154,5;-88,2;987,8;4,9186;71,1
instanceLarge143_m=4_n=50_l=30_c=10_s=1;49,0;1,0;84,0;40,7;-181,2;-114,0;949,0;4,916;73,7
instanceLarge144_m=4_n=50_l=30_c=10_s=2;50,0;0,0;91,1;43,0;-163,6;-91,1;978,9;4,9037;68,8
instanceLarge145_m=4_n=50_l=30_c=10_s=0;50,0;0,0;86,8;42,1;-154,0;-86,8;992,2;4,8951;64,0
instanceLarge146_m=4_n=50_l=30_c=10_s=1;50,0;0,0;88,9;42,3;-154,4;-88,9;988,1;4,9141;70,0
instanceLarge147_m=4_n=50_l=30_c=10_s=2;49,0;1,0;84,3;42,3;-180,8;-114,3;932,7;4,9155;67,3
instanceLarge148_m=4_n=50_l=30_c=10_s=0;49,0;1,0;86,0;41,7;-182,6;-116,0;937,0;4,9232;82,7
instanceLarge149_m=4_n=50_l=30_c=10_s=1;50,0;0,0;88,6;43,2;-156,0;-88,6;979,4;4,9255;76,5
instanceLarge150_m=4_n=50_l=30_c=10_s=2;50,0;0,0;89,3;43,1;-155,8;-89,3;979,7;5,0194;69,6
instanceLarge151_m=4_n=50_l=30_c=20_s=0;50,0;0,0;48,3;32,6;-100,1;-48,3;1125,7;4,9946;68,0
instanceLarge152_m=4_n=50_l=30_c=20_s=1;48,0;2,0;45,8;29,4;-159,7;-105,8;1040,2;4,9729;72,3
instanceLarge153_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,9;32,1;-112,1;-51,9;1127,1;5,0237;70,8
instanceLarge154_m=4_n=50_l=30_c=20_s=0;49,0;1,0;55,4;33,5;-155,3;-85,4;1049,6;4,9978;74,7
instanceLarge155_m=4_n=50_l=30_c=20_s=1;50,0;0,0;48,3;32,7;-103,1;-48,3;1124,7;5,0163;82,8
instanceLarge156_m=4_n=50_l=30_c=20_s=2;50,0;0,0;50,1;32,8;-107,2;-50,1;1121,9;5,0149;84,1
instanceLarge157_m=4_n=50_l=30_c=20_s=0;50,0;0,0;50,3;33,0;-105,0;-50,3;1119,7;5,0382;72,8
instanceLarge158_m=4_n=50_l=30_c=20_s=1;49,0;1,0;49,6;32,7;-143,0;-79,6;1063,4;5,0209;69,1
instanceLarge159_m=4_n=50_l=30_c=20_s=2;50,0;0,0;50,8;32,9;-111,2;-50,8;1120,2;5,0281;64,9
instanceLarge160_m=4_n=50_l=30_c=20_s=0;50,0;0,0;50,2;32,8;-104,5;-50,2;1121,8;5,0287;74,1
instanceLarge161_m=4_n=50_l=30_c=20_s=1;50,0;0,0;48,1;33,2;-100,1;-48,1;1119,9;5,0349;70,0
instanceLarge162_m=4_n=50_l=30_c=20_s=2;50,0;0,0;50,9;33,4;-110,0;-50,9;1115,1;5,0278;68,8
instanceLarge163_m=4_n=50_l=30_c=20_s=0;50,0;0,0;49,6;32,9;-99,8;-49,6;1121,4;5,0294;71,7
instanceLarge164_m=4_n=50_l=30_c=20_s=1;50,0;0,0;56,2;35,3;-129,3;-56,2;1090,8;5,0284;69,8
instanceLarge165_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,7;33,7;-111,6;-51,7;1111,3;5,0336;72,0
instanceLarge166_m=4_n=50_l=30_c=20_s=0;50,0;0,0;50,1;34,0;-104,3;-50,1;1109,9;5,0336;61,6
instanceLarge167_m=4_n=50_l=30_c=20_s=1;50,0;0,0;47,9;31,8;-101,2;-47,9;1134,1;5,0209;70,5
instanceLarge168_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,6;32,5;-113,4;-51,6;1123,4;5,0275;86,7
instanceLarge169_m=4_n=50_l=30_c=20_s=0;50,0;0,0;48,8;33,8;-103,4;-48,8;1113,2;5,0259;80,9
instanceLarge170_m=4_n=50_l=30_c=20_s=1;50,0;0,0;48,3;32,4;-102,4;-48,3;1127,7;5,019;71,0
instanceLarge171_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,5;33,5;-116,8;-51,5;1113,5;5,0278;67,2
instanceLarge172_m=4_n=50_l=30_c=20_s=0;49,0;1,0;47,7;30,0;-129,7;-77,7;1092,3;5,0072;69,0
instanceLarge173_m=4_n=50_l=30_c=20_s=1;50,0;0,0;48,0;32,7;-100,8;-48,0;1125,0;5,0079;74,6
instanceLarge174_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,9;33,5;-112,6;-51,9;1113,1;5,0527;71,7
instanceLarge175_m=4_n=50_l=30_c=20_s=0;50,0;0,0;50,9;34,7;-116,8;-50,9;1102,1;5,0125;76,9
instanceLarge176_m=4_n=50_l=30_c=20_s=1;50,0;0,0;48,1;32,1;-101,8;-48,1;1130,9;5,0089;63,0
instanceLarge177_m=4_n=50_l=30_c=20_s=2;50,0;0,0;51,4;33,8;-116,3;-51,4;1110,6;5,0082;77,3
instanceLarge178_m=4_n=50_l=30_c=20_s=0;50,0;0,0;50,8;32,6;-116,4;-50,8;1123,2;5,0146;80,1
instanceLarge179_m=4_n=50_l=30_c=20_s=1;50,0;0,0;49,6;33,3;-103,3;-49,6;1117,4;4,998;70,1
instanceLarge180_m=4_n=50_l=30_c=20_s=2;50,0;0,0;50,2;33,5;-105,5;-50,2;1114,8;5,0026;71,5
instanceLarge181_m=4_n=50_l=40_c=30_s=0;50,0;0,0;22,9;16,3;-80,7;-22,9;1314,1;5,8606;74,6
instanceLarge182_m=4_n=50_l=40_c=30_s=1;49,0;1,0;19,9;15,3;-96,1;-49,9;1267,1;5,8186;71,8
instanceLarge183_m=4_n=50_l=40_c=30_s=2;50,0;0,0;25,6;17,6;-80,5;-25,6;1298,4;5,8579;68,9
instanceLarge184_m=4_n=50_l=40_c=30_s=0;49,0;1,0;19,9;14,3;-81,9;-49,9;1277,1;5,8691;69,6
instanceLarge185_m=4_n=50_l=40_c=30_s=1;50,0;0,0;19,8;15,4;-53,4;-19,8;1326,2;5,8797;68,5
instanceLarge186_m=4_n=50_l=40_c=30_s=2;50,0;0,0;21,6;16,8;-64,3;-21,6;1310,4;5,8562;60,9
instanceLarge187_m=4_n=50_l=40_c=30_s=0;50,0;0,0;20,9;16,0;-52,8;-20,9;1319,1;5,8532;52,8
instanceLarge188_m=4_n=50_l=40_c=30_s=1;49,0;1,0;20,2;14,4;-83,0;-50,2;1275,8;5,8244;73,1
instanceLarge189_m=4_n=50_l=40_c=30_s=2;50,0;0,0;22,3;16,3;-69,2;-22,3;1314,7;5,8718;73,1
instanceLarge190_m=4_n=50_l=40_c=30_s=0;50,0;0,0;20,4;14,2;-52,3;-20,4;1337,6;5,8704;68,1
instanceLarge191_m=4_n=50_l=40_c=30_s=1;49,0;1,0;20,7;15,6;-84,2;-50,7;1263,3;5,8248;68,4
instanceLarge192_m=4_n=50_l=40_c=30_s=2;49,0;1,0;18,9;14,7;-80,0;-48,9;1274,1;5,8309;65,5
instanceLarge193_m=4_n=50_l=40_c=30_s=0;50,0;0,0;21,2;15,1;-52,8;-21,2;1327,8;5,8747;63,9
instanceLarge194_m=4_n=50_l=40_c=30_s=1;50,0;0,0;21,7;16,4;-54,7;-21,7;1314,3;5,8696;61,4
instanceLarge195_m=4_n=50_l=40_c=30_s=2;50,0;0,0;23,2;16,8;-76,5;-23,2;1308,8;5,8875;58,2
instanceLarge196_m=4_n=50_l=40_c=30_s=0;50,0;0,0;19,1;14,4;-50,4;-19,1;1336,9;5,8626;69,5
instanceLarge197_m=4_n=50_l=40_c=30_s=1;50,0;0,0;20,0;14,7;-50,6;-20,0;1333,0;5,8519;62,3
instanceLarge198_m=4_n=50_l=40_c=30_s=2;50,0;0,0;22,7;16,9;-65,0;-22,7;1308,3;5,8511;66,6
instanceLarge199_m=4_n=50_l=40_c=30_s=0;50,0;0,0;26,7;18,5;-79,5;-26,7;1288,3;5,8532;64,9
instanceLarge200_m=4_n=50_l=40_c=30_s=1;50,0;0,0;20,4;15,6;-52,4;-20,4;1323,6;5,8671;68,7
instanceLarge201_m=4_n=50_l=40_c=30_s=2;50,0;0,0;22,3;16,1;-71,0;-22,3;1316,7;5,8546;54,6
instanceLarge202_m=4_n=50_l=40_c=30_s=0;50,0;0,0;19,0;14,5;-52,5;-19,0;1336,0;5,8729;77,8
instanceLarge203_m=4_n=50_l=40_c=30_s=1;49,0;1,0;24,4;17,6;-109,3;-54,4;1239,6;5,8274;79,2
instanceLarge204_m=4_n=50_l=40_c=30_s=2;50,0;0,0;22,1;16,3;-60,0;-22,1;1314,9;5,973;52,7
instanceLarge205_m=4_n=50_l=40_c=30_s=0;49,0;1,0;18,4;14,3;-80,4;-48,4;1278,6;5,8178;67,4
instanceLarge206_m=4_n=50_l=40_c=30_s=1;47,0;3,0;18,5;12,9;-158,9;-108,5;1172,5;5,7121;69,0
