./input/MyInstancesSameToolSets/n=399,p=0.50,r=0.5,t=2310,v1.csv;./input/Processed/ToolSetInt.csv
10;720;1440
Machine: 0
108;0;0;34;1;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
108;1;34;188;1;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
200;0;188;210;0;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
135;0;210;244;0;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
135;1;244;365;0;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
28;0;365;399;1;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
28;1;399;417;1;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
255;0;417;445;0;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
255;1;445;538;0;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
100;0;538;675;1;15,27,30,62,150,152,169,186,187,188,189,190,198,210,248,412,490,504,509,567,581,722,803,872,972,995,1196,1466,1561,1562,1587,1605,1887,1898,2232,2273,2315,2555,2563,2564,2572,2611,2765,2839,2840,2841,2842,2843,2936,3005,3022,3070,3313,3314,3346,3348,3361,3473,3861,3870,3877,4026,4117,5097,5098,5099,5100,5101,5493,5494,5495,7649,7650,8264,8265,8266,8267,8268,8269,8270,
